CUST_CODE,TOTAL_SPEND,TOTAL_VISIT,STD_TICKET_SIZE,DURING_SINCE_FIRST_PURCHASE,DURING_SINCE_LAST_PURCHASE,LENGHT_OF_STAY,AVERAGE_TIME_TO_EVENT,MODE_BASKET_SIZE,MODE_SHOP_TIME,MODE_WEEKDAY,AVERAGE_MONTHLY_VISIT,AVERAGE_MONTHLY_SPEND,STD_MONTHLY_SPEND,STD_MONTHLY_VISIT
CUST0000925643,340.07,76,2.170443052,778,44,734,9.657894737,2,3,1,8.916666667,14.16958333,12.57804783,8.906536301
CUST0000144953,1879.02,69,1.679107967,811,5,806,11.68115942,3,2,4,43.14814815,69.59333333,31.53702374,17.43284194
CUST0000313862,743.55,120,2.139952077,766,8,758,6.316666667,2,3,1,19.27272727,33.79772727,24.60614076,15.22014759
CUST0000674741,579.31,26,1.416084858,672,29,643,24.73076923,3,3,3,23.625,36.206875,19.9474819,10.50520704
CUST0000352239,837.68,137,1.76595199,816,2,814,5.941605839,3,2,1,20.77777778,31.02518519,21.25310302,13.28416862
CUST0000160899,887.14,28,1.776585616,802,15,787,28.10714286,3,2,7,36.16666667,73.92833333,41.34536347,18.2840246
CUST0000904289,153.85,32,1.639638837,378,41,337,10.53125,2,3,4,8.583333333,12.82083333,8.912683339,5.964594612
CUST0000913796,413.01,37,3.0237086,816,4,812,21.94594595,3,3,3,11.75,20.6505,24.14213443,11.48858129
CUST0000338285,139.44,48,1.532171879,818,29,789,16.4375,2,3,7,10,15.49333333,14.2108339,7.571877794
CUST0000506084,850.72,29,3.615391306,729,2,727,25.06896552,3,2,6,16.88235294,50.04235294,26.96118965,8.372801576
CUST0000705709,1317.04,235,3.44377187,818,2,816,3.472340426,3,1,2,33.1,65.852,49.56749072,17.24789842
CUST0000993465,556.63,40,1.777030502,551,9,542,13.55,3,2,3,29,46.38583333,36.90687954,23.36664289
CUST0000317126,1085.12,228,3.590387922,818,5,813,3.565789474,2,2,1,20.42857143,38.75428571,37.71262411,14.00619397
CUST0000381297,426.12,43,2.497506101,717,2,715,16.62790698,2,3,1,8.666666667,20.29142857,16.27346227,5.436502143
CUST0000784520,761.53,78,1.732986967,804,14,790,10.12820513,3,2,1,19.53846154,29.28961538,22.92166484,14.60303122
CUST0000761352,361.71,45,3.803856058,811,16,795,17.66666667,2,3,5,7,19.03736842,15.44372393,4.70162346
CUST0000783207,2061.72,421,1.040848175,818,0,818,1.942992874,3,2,2,61.21428571,73.63285714,23.00516927,16.17175038
CUST0000428504,461.4,24,1.974286351,807,41,766,31.91666667,3,2,6,15.86666667,30.76,27.44056195,13.25074421
CUST0000622502,1757.84,69,3.266780234,658,6,652,9.449275362,3,3,6,40.61904762,83.70666667,58.03975799,27.05809656
CUST0000603406,285.33,44,2.028125127,799,9,790,17.95454545,2,2,4,7.043478261,12.40565217,7.403533719,3.961535285
CUST0000860993,428.28,40,1.81360586,812,7,805,20.125,2,2,7,13.36842105,22.54105263,15.75163012,9.799089788
CUST0000341004,1005.37,50,2.276525517,747,32,715,14.3,3,2,5,23.68181818,45.69863636,32.5286224,17.92759773
CUST0000740257,639.54,97,2.80539245,816,7,809,8.340206186,2,2,2,11.76923077,24.59769231,13.86819974,4.32619652
CUST0000413889,572.2,31,1.293365727,682,192,490,15.80645161,3,2,3,32.58333333,47.68333333,27.37488823,19.85975131
CUST0000082996,1072.63,79,2.220867441,807,3,804,10.17721519,3,2,6,29.375,44.69291667,30.46909889,17.17510917
CUST0000923669,4792.32,536,1.977039387,818,0,818,1.526119403,3,2,3,91.82142857,171.1542857,63.77652801,25.98495935
CUST0000200083,927.06,137,1.760190365,780,2,778,5.678832117,3,3,7,19.56,37.0824,25.89860263,13.92861802
CUST0000214997,837.22,26,2.070038781,470,10,460,17.69230769,3,2,1,28.23076923,64.40153846,38.8317461,16.44643448
CUST0000754113,586.99,55,0.993364305,817,40,777,14.12727273,3,3,4,22.61111111,32.61055556,21.68662682,14.64824179
CUST0000239714,3850.33,86,1.890502682,804,37,767,8.918604651,3,2,1,82.28,154.0132,49.6276858,26.83657206
CUST0000451201,670.82,68,1.546688648,398,2,396,5.823529412,3,2,3,32.23076923,51.60153846,26.36268366,12.84914751
CUST0000703908,173.81,63,1.433294489,818,0,818,12.98412698,1,1,2,4.307692308,6.685,6.200163925,2.671346978
CUST0000141388,1501.41,64,3.066994445,818,2,816,12.75,3,2,7,23.84615385,57.74653846,58.11938535,21.95395935
CUST0000186490,688.41,109,2.188409896,818,7,811,7.440366972,2,1,6,13.6,27.5364,19.72941436,8.4
CUST0000666226,297.82,47,1.849904974,810,5,805,17.12765957,2,2,1,8.05,14.891,14.39804219,6.406832291
CUST0000848634,3579.88,149,3.210980329,813,15,798,5.355704698,3,2,5,61.26923077,137.6876923,48.49235779,18.61256336
CUST0000322562,2582.35,93,2.820199007,810,2,808,8.688172043,3,2,2,46.14285714,92.22678571,55.97642725,27.34921556
CUST0000460525,910.98,110,1.797142722,592,4,588,5.345454545,3,3,4,31.14285714,43.38,19.45011397,14.752839
CUST0000295917,271.74,34,1.613512104,810,120,690,20.29411765,3,2,3,9.523809524,12.94,9.939530026,7.919950984
CUST0000268787,676.28,32,4.659820857,816,39,777,24.28125,3,2,4,13.82352941,39.78117647,26.23040084,10.33688595
CUST0000771768,1739.95,276,2.037654187,814,0,814,2.949275362,2,3,5,37.35714286,62.14107143,32.98028711,16.07396805
CUST0000574623,477.66,30,2.08572805,818,28,790,26.33333333,3,3,1,13.61111111,26.53666667,17.09366062,10.33408002
CUST0000056025,517.19,43,1.383143533,806,0,806,18.74418605,3,3,2,17.36842105,27.22052632,21.11440303,13.42115583
CUST0000934898,330.71,39,2.950992485,787,3,784,20.1025641,2,2,5,5.47826087,14.37869565,14.42143764,5.420328606
CUST0000159947,347.77,52,1.942620887,808,17,791,15.21153846,3,2,3,9.6,17.3885,15.70841694,9.1126286
CUST0000627282,184.74,53,1.602205715,691,8,683,12.88679245,2,1,1,8.6875,11.54625,9.758982961,5.73060588
CUST0000021161,1928.59,52,1.809663905,813,11,802,15.42307692,3,1,4,58.23529412,113.4464706,41.90748746,21.75405145
CUST0000119560,985.65,31,2.830585402,802,10,792,25.5483871,3,2,4,31,61.603125,34.39410046,15.94521872
CUST0000787846,413.21,30,3.196815259,753,71,682,22.73333333,3,3,7,12.71428571,29.515,24.19168799,10.03870062
CUST0000915203,2017.63,191,1.976601001,710,4,706,3.696335079,3,2,7,59.04,80.7052,44.56390639,25.85417568
CUST0000923406,1271.1,109,1.250621211,810,1,809,7.422018349,3,2,4,30.21428571,45.39642857,17.31973425,10.65818647
CUST0000615249,144.6,21,1.655935914,666,70,596,28.38095238,2,2,4,5.333333333,9.64,13.91025138,6.963396362
CUST0000136043,3811.3,131,1.29034376,817,12,805,6.145038168,3,2,7,94.74074074,141.1592593,43.03178033,25.21403576
CUST0000888591,3637.37,87,3.589410702,812,13,799,9.183908046,3,2,4,46.25925926,134.7174074,55.66588746,19.77389336
CUST0000297115,2672.48,158,1.901605749,816,1,815,5.158227848,3,3,5,44.03571429,95.44571429,42.41841315,18.18257043
CUST0000076365,168.01,27,1.513992439,817,29,788,29.18518519,2,2,7,5.8125,10.500625,12.27157206,6.074729932
CUST0000659683,262.25,61,1.78228007,794,43,751,12.31147541,2,2,3,9.434782609,11.40217391,10.25004176,6.371308561
CUST0000838387,265.27,32,1.404658867,796,39,757,23.65625,2,2,1,11.05882353,15.60411765,8.793828089,6.760356658
CUST0000721182,667.67,85,3.701860772,811,1,810,9.529411765,2,2,7,11.92307692,25.67961538,19.53707944,8.095217377
CUST0000096000,350.95,25,2.480426177,684,25,659,26.36,3,2,2,10.93333333,23.39666667,21.40029211,9.636504668
CUST0000669614,1890.68,135,2.190987042,811,3,808,5.985185185,3,2,6,40.85714286,67.52428571,34.04640178,17.66294403
CUST0000172891,442.58,21,1.639460103,608,12,596,28.38095238,3,2,3,24.41666667,36.88166667,33.77832807,22.34747686
CUST0000275967,3797.31,127,2.832690092,817,4,813,6.401574803,3,3,5,67.89285714,135.6182143,46.35998329,25.83649037
CUST0000884926,428.85,48,1.224602866,766,0,766,15.95833333,3,3,6,13.08695652,18.64565217,17.90453667,13.61876277
CUST0000661427,2278.79,190,3.406214916,817,8,809,4.257894737,3,3,1,29.37037037,84.39962963,46.65071033,12.82690502
CUST0000664742,2422.94,118,2.023773005,818,13,805,6.822033898,3,2,5,50.12,96.9176,52.33965336,25.69407714
CUST0000937338,1130.02,30,2.077836262,799,14,785,26.16666667,3,1,4,28.27777778,62.77888889,34.11042214,14.51361642
CUST0000972125,495.9,62,1.583628309,816,1,815,13.14516129,2,3,2,14.34782609,21.56086957,19.35451299,12.67866642
CUST0000765119,622.28,38,5.259730419,808,0,808,21.26315789,3,2,1,13.4375,38.8925,31.98913263,9.993552609
CUST0000032037,1850.71,121,2.187862628,817,22,795,6.570247934,3,2,2,34.65384615,71.18115385,35.19004419,16.12437788
CUST0000905906,1087.79,120,1.93302928,805,19,786,6.55,3,3,6,24.96296296,40.28851852,22.00112871,13.01418452
CUST0000540040,5883.45,564,3.19025679,814,0,814,1.443262411,3,2,6,98.07142857,210.1232143,87.09137291,31.20431354
CUST0000439199,136.92,47,1.413789483,616,3,613,13.04255319,2,3,1,6.0625,8.5575,5.102540421,4.14530985
CUST0000900749,376.85,58,3.808105955,653,16,637,10.98275862,2,2,1,7.318181818,17.12954545,17.91948444,5.396853996
CUST0000179403,979.52,281,1.255017017,815,2,813,2.893238434,2,1,7,36.61538462,37.67384615,16.76207167,14.8040455
CUST0000235926,1437.1,135,1.212191055,812,3,809,5.992592593,3,3,2,37.32142857,51.325,29.86896986,21.31909535
CUST0000950029,788.84,42,1.983626094,723,18,705,16.78571429,3,2,4,18.47368421,41.51789474,28.37459994,13.92978037
CUST0000172741,1971.63,81,2.415544203,814,29,785,9.691358025,3,3,7,35.66666667,73.02333333,37.72804478,19.73716179
CUST0000504972,3333.45,270,1.683309001,816,1,815,3.018518519,3,3,3,86,119.0517857,38.13994008,25.70714186
CUST0000900313,2042.64,330,1.505886309,813,0,813,2.463636364,2,2,1,44.89285714,72.95142857,38.6261436,22.60268518
CUST0000956621,131.41,39,1.173920564,729,8,721,18.48717949,2,1,7,12.7,13.141,6.731282864,5.640035461
CUST0000048395,728.9,46,1.747756728,600,2,598,13,3,3,3,20.2,36.445,20.92631418,9.9979998
CUST0000830687,352.47,25,1.903143323,813,17,796,31.84,3,3,2,12.78571429,25.17642857,22.93821067,12.31247086
CUST0000999569,700.21,109,4.621272495,674,2,672,6.165137615,2,2,7,11.92307692,53.86230769,61.35413235,10.52806899
CUST0000312108,873.61,58,7.497338799,811,4,807,13.9137931,3,2,2,13.26923077,33.60038462,39.80754958,10.17749286
CUST0000210089,346.99,25,1.871051404,814,11,803,32.12,3,3,1,12.82352941,20.41117647,13.62535823,7.139247729
CUST0000868061,427.76,48,1.497407804,794,1,793,16.52083333,3,3,7,20.61111111,23.76444444,19.67378239,13.84091715
CUST0000973175,131.25,35,1.12183645,799,0,799,22.82857143,3,2,6,5.6,6.5625,6.302825458,5.342284156
CUST0000128681,455.28,24,5.25071757,501,33,468,19.5,3,3,2,13.58333333,37.94,30.45982436,8.097924974
CUST0000435195,571.65,23,1.390328865,615,35,580,25.2173913,3,2,6,35.2,57.165,36.87276292,20.03896205
CUST0000523288,797.11,96,1.978986492,784,2,782,8.145833333,2,2,2,16.16666667,33.21291667,18.5387867,9.898091848
CUST0000988001,1604.06,113,3.030108686,815,7,808,7.150442478,3,3,7,22.77777778,59.40962963,37.19894786,11.12998397
CUST0000822054,1554.28,117,1.261572854,818,16,802,6.854700855,3,1,6,44.51851852,57.56592593,18.38590951,13.86274082
CUST0000402925,1797.37,54,2.628689173,807,13,794,14.7037037,3,3,5,34.04,71.8948,54.84118001,23.52272093
CUST0000541503,899.32,73,12.9136835,777,11,766,10.49315068,2,1,4,9.652173913,39.10086957,62.86041935,7.732532605
CUST0000107974,2126.04,80,1.797995841,818,12,806,10.075,3,3,7,51.72,85.0416,40.97353006,24.90545322
CUST0000420601,123.45,41,0.969631288,781,8,773,18.85365854,2,2,4,4.782608696,5.367391304,4.016458766,3.450979971
CUST0000464409,1401.84,96,2.61068751,813,2,811,8.447916667,3,1,2,22.53846154,53.91692308,30.5460293,11.29748362
CUST0000293517,381.86,70,1.686127325,813,9,804,11.48571429,2,1,5,23.8,25.45733333,13.36505965,9.445986802
CUST0000956717,2127.92,343,2.358906576,817,2,815,2.376093294,2,1,3,54.78571429,75.99714286,30.79783966,13.25668872
CUST0000968475,203.94,25,0.728716701,811,23,788,31.52,3,2,3,15.09090909,18.54,15.40283563,12.10900901
CUST0000140448,249,38,1.027764773,750,1,749,19.71052632,2,3,5,9.947368421,13.10526316,7.710782859,5.165408062
CUST0000228495,680.26,23,2.470845361,736,15,721,31.34782609,3,3,4,22.21428571,48.59,41.62704444,17.83326976
CUST0000897944,306.72,61,1.026725463,305,11,294,4.819672131,2,2,4,26.2,30.672,20.12650879,16.93989374
CUST0000492294,992.44,97,1.740200597,800,9,791,8.154639175,3,2,4,23.03846154,38.17076923,27.36019609,14.94986691
CUST0000160721,1319.63,168,1.450231581,818,2,816,4.857142857,3,3,2,33.96428571,47.12964286,19.64584243,13.0698184
CUST0000168903,3910.39,91,1.959027244,815,39,776,8.527472527,3,2,1,83.88,156.4156,105.5560391,57.20721633
CUST0000599230,1049.98,63,3.660657427,818,14,804,12.76190476,3,2,5,14.70833333,43.74916667,27.18211252,8.885752485
CUST0000136384,574.1,38,2.620172105,746,27,719,18.92105263,3,3,4,19.3125,35.88125,18.1271519,9.498149491
CUST0000142138,242.72,51,1.551954608,808,11,797,15.62745098,3,1,5,11.25,20.22666667,13.60846264,7.70416554
CUST0000446418,1209.43,50,1.583015881,813,3,810,16.2,3,3,7,27.56521739,52.58391304,31.10893395,15.9123307
CUST0000649717,958.63,35,3.601535827,785,27,758,21.65714286,3,3,7,16.66666667,45.64904762,24.6768866,9.968203417
CUST0000769635,1328.57,236,1.641828504,811,0,811,3.436440678,2,2,6,32.96428571,47.44892857,17.79001613,12.14343486
CUST0000554024,3676.03,307,1.874084939,817,7,810,2.638436482,3,3,6,88.2962963,136.1492593,34.95263344,18.36827945
CUST0000938246,2511.47,109,2.804459078,813,4,809,7.422018349,3,3,4,47.67857143,89.69535714,37.14850502,17.94645522
CUST0000729395,719.76,52,1.781951351,716,3,713,13.71153846,3,3,3,18.7826087,31.29391304,27.99155754,15.48900458
CUST0000792394,785.22,120,3.428958622,790,6,784,6.533333333,2,2,2,15.08333333,32.7175,24.69177583,11.44885972
CUST0000370270,2380.78,89,2.413174075,816,38,778,8.741573034,3,1,3,38.73076923,91.56846154,31.6341406,13.23909622
CUST0000720862,1423.87,86,2.400349915,814,11,803,9.337209302,3,3,6,23.5,54.76423077,35.54633273,11.64952954
CUST0000263501,1305.89,73,2.159757933,813,10,803,11,3,2,7,40.38888889,72.54944444,47.16801971,24.36559252
CUST0000503266,372.85,68,2.665172789,812,15,797,11.72058824,2,1,4,6.28,14.914,9.984577307,3.682607772
CUST0000281469,883.34,116,0.858144385,813,0,813,7.00862069,3,2,2,33.14285714,31.54785714,11.86292434,12.01402242
CUST0000044880,2036.26,43,2.559321086,797,10,787,18.30232558,3,3,7,37.52380952,96.9647619,55.33080763,21.57515998
CUST0000852304,4181.94,143,1.656726178,813,5,808,5.65034965,3,2,6,96.21428571,149.355,52.31568254,32.2936937
CUST0000340397,1215.32,47,1.794577931,816,15,801,17.04255319,3,3,2,24.5,46.74307692,40.3510278,19.24587868
CUST0000689580,950.63,29,1.380790523,813,56,757,26.10344828,3,2,7,61.4,95.063,42.81512047,28.13609781
CUST0000956351,1093.67,54,2.773535459,789,14,775,14.35185185,3,3,2,16.625,45.56958333,29.99099024,11.16472309
CUST0000909859,483.76,23,2.079444603,681,0,681,29.60869565,3,3,4,14.23076923,37.21230769,27.61259917,11.68268835
CUST0000463900,1099.21,63,2.927982848,795,13,782,12.41269841,3,2,1,19.375,45.80041667,27.05708371,12.61881036
CUST0000980671,118.82,38,1.950078752,768,79,689,18.13157895,1,1,3,3.235294118,6.989411765,8.876118303,3.245438641
CUST0000220295,723.95,51,1.48371272,779,1,778,15.25490196,3,2,6,22.28571429,34.47380952,33.2393491,19.47438576
CUST0000924591,115.57,24,1.488331652,686,12,674,28.08333333,2,2,3,3.666666667,7.704666667,6.133455651,2.796823595
CUST0000075785,199.01,24,1.085438801,817,10,807,33.625,3,2,3,10.14285714,14.215,10.44958629,6.434917503
CUST0000811783,4061.61,255,3.328312934,815,2,813,3.188235294,3,2,6,64.57142857,145.0575,66.25129026,27.81883813
CUST0000126123,3986.5,266,4.201961871,805,0,805,3.026315789,3,2,7,53.25,142.375,86.83775617,27.13145907
CUST0000308476,259.2,26,2.084960541,676,21,655,25.19230769,3,3,2,11.69230769,19.93846154,16.89737842,9.050156101
CUST0000931442,835.82,122,3.589257936,816,2,814,6.672131148,2,2,2,10.71428571,29.85071429,17.60188889,6.994166666
CUST0000111873,2609.62,146,3.396212715,798,0,798,5.465753425,3,2,1,34.96428571,93.20071429,45.15055117,14.87683276
CUST0000309908,197.54,46,1.408150369,695,1,694,15.08695652,2,3,7,7.1,9.877,7.424058257,4.635730795
CUST0000662705,1995.97,172,1.39286389,818,2,816,4.744186047,3,3,6,44.78571429,71.28464286,28.33220662,19.46123829
CUST0000150129,134.5,29,1.435455203,791,43,748,25.79310345,2,2,1,4.176470588,7.911764706,5.267932104,2.229093567
CUST0000970853,333.45,21,1.96360222,805,1,804,38.28571429,3,2,3,12.28571429,23.81785714,22.31012428,9.771888043
CUST0000296672,284.97,70,1.348998875,810,13,797,11.38571429,2,2,1,10.1,14.2485,12.14091276,8.360023923
CUST0000663246,100.2,31,1.810057244,794,29,765,24.67741935,2,2,2,3.533333333,6.68,7.32424012,2.82528268
CUST0000871730,3748.34,213,7.879562262,813,0,813,3.816901408,3,3,2,34.10714286,133.8692857,61.74577307,15.07206329
CUST0000022672,401.03,23,1.953322184,740,116,624,27.13043478,3,2,3,23.90909091,36.45727273,25.57781961,16.65944747
CUST0000461259,126.21,35,1.65484417,455,0,455,13,2,3,1,7.636363636,11.47363636,6.742803939,4.477676493
CUST0000096275,233.41,31,1.804283816,815,7,808,26.06451613,2,2,1,9.733333333,15.56066667,11.36466774,6.276587891
CUST0000356221,646.21,180,2.306630054,794,7,787,4.372222222,2,3,6,13.30769231,24.85423077,11.93616295,4.817988974
CUST0000800070,1766.11,156,1.326268611,810,1,809,5.185897436,3,3,3,36.53571429,63.07535714,23.08440653,11.69396103
CUST0000609531,189.45,67,0.885592949,811,2,809,12.07462687,2,2,1,10.38888889,10.525,8.462719716,6.651139325
CUST0000910590,529.68,50,1.322482215,780,6,774,15.48,3,2,3,16.17391304,23.02956522,17.83879857,12.59279357
CUST0000208822,230.06,35,1.236317367,787,21,766,21.88571429,3,3,4,8.75,14.37875,11.4823712,6.495190528
CUST0000325071,835.03,46,1.772131523,354,23,331,7.195652174,3,2,4,40.33333333,69.58583333,46.44124755,25.97220737
CUST0000462566,686.48,59,2.076865138,816,1,815,13.81355932,3,3,4,12.03703704,25.42518519,20.97764284,9.35110008
CUST0000527725,469.24,28,3.535361434,423,1,422,15.07142857,3,3,1,14.46153846,36.09538462,25.07084381,9.220507116
CUST0000657020,118.45,28,0.823087423,802,7,795,28.39285714,2,2,6,7.3125,7.403125,5.057167832,4.933542718
CUST0000301763,1197.37,101,1.825567056,731,2,729,7.217821782,3,2,2,32.40909091,54.42590909,59.28393801,29.63821104
CUST0000333347,769.5,111,1.705506907,818,14,804,7.243243243,2,2,6,20.88461538,29.59615385,22.86865861,13.70380891
CUST0000585617,1054.03,118,1.379212813,642,5,637,5.398305085,3,2,7,33.22727273,47.91045455,24.33098538,15.18651261
CUST0000716819,1177.42,295,2.375852621,809,3,806,2.73220339,2,2,5,26.07142857,42.05071429,27.8148515,15.47100646
CUST0000912102,380.2,26,1.901168466,816,7,809,31.11538462,3,2,4,23.88888889,42.24444444,30.87191788,14.20832655
CUST0000379336,2338.93,149,6.885813337,815,3,812,5.44966443,3,2,6,42.82142857,83.53321429,70.74049396,16.78446044
CUST0000428851,91.66,25,0.857832468,796,53,743,29.72,2,2,5,5.105263158,4.824210526,2.226510879,2.197959265
CUST0000137987,83.27,27,1.539872946,290,8,282,10.44444444,2,3,4,5,9.252222222,4.618310845,2.309401077
CUST0000509062,438.49,39,2.86301288,793,18,775,19.87179487,3,2,1,9.368421053,23.07842105,19.95601908,5.19321953
CUST0000556297,1280.17,89,1.437140613,816,13,803,9.02247191,3,2,6,30.62962963,47.4137037,27.25441482,18.11720718
CUST0000934360,817.29,68,1.885536404,800,0,800,11.76470588,3,2,1,16.57692308,31.43423077,23.84385942,12.15025507
CUST0000099658,4874.18,284,1.624765251,811,0,811,2.855633803,3,3,5,101.5357143,174.0778571,61.95636577,33.83413549
CUST0000575056,1092.05,201,1.610624451,815,16,799,3.975124378,2,2,3,23.25925926,40.4462963,19.69444689,10.81012075
CUST0000410727,2224.47,99,1.838188637,813,1,812,8.202020202,3,3,7,46.53571429,79.44535714,33.91774214,19.93468288
CUST0000154415,347.92,21,1.509577221,639,7,632,30.0952381,3,3,7,18.07142857,24.85142857,17.21731307,11.62794839
CUST0000349407,1368.93,60,1.848996599,813,13,800,13.33333333,3,2,7,60.25,114.0775,70.06302807,36.32750335
CUST0000835544,1899.26,84,1.950139891,817,15,802,9.547619048,3,2,3,40.59259259,70.34296296,43.08248323,23.16648163
CUST0000312034,2992.32,135,3.948523577,814,9,805,5.962962963,3,3,4,54.96296296,110.8266667,47.39461909,22.34988024
CUST0000380710,279.42,81,1.442540508,813,8,805,9.938271605,2,2,7,9.04,11.1768,11.52667436,7.135712999
CUST0000156703,3250.45,221,2.279682621,791,2,789,3.570135747,3,3,3,68.44444444,120.387037,49.11045742,28.65158949
CUST0000561927,411.02,36,2.012049092,801,29,772,21.44444444,3,2,2,12.78947368,21.63263158,21.26004279,11.50550874
CUST0000200767,1310.61,244,1.412617179,726,3,723,2.963114754,2,3,3,35.36,52.4244,27.19772418,16.17870205
CUST0000658030,230.97,37,1.407395422,799,22,777,21,3,2,7,7.636363636,10.49863636,9.547340084,6.277995153
CUST0000986734,5365.54,529,2.179520053,815,0,815,1.540642722,3,2,5,112.1428571,191.6264286,54.53767323,30.31349804
CUST0000361812,4260.21,109,5.620287149,818,7,811,7.440366972,3,2,6,55.59259259,157.7855556,105.3609531,28.63597745
CUST0000161319,527.47,66,1.284833853,813,5,808,12.24242424,3,2,7,15.8,21.0988,15.40171453,11.30309692
CUST0000414458,1325.94,65,3.12144632,818,0,818,12.58461538,3,2,3,20.70833333,55.2475,48.3223363,16.27492746
CUST0000074042,489,203,1.129490823,816,1,815,4.014778325,2,2,6,17.76923077,18.80769231,11.60566616,9.516413725
CUST0000193505,669.5,146,3.575754906,812,0,812,5.561643836,2,2,5,11.85714286,23.91071429,26.53510369,13.36229847
CUST0000753320,2434.33,133,2.486652507,816,5,811,6.097744361,3,3,7,51.96428571,86.94035714,43.68868377,30.7088658
CUST0000885891,1454.42,148,2.142427523,799,11,788,5.324324324,3,2,4,27.92592593,53.86740741,34.05977562,16.12434535
CUST0000553777,898.58,88,6.628367076,817,39,778,8.840909091,2,2,7,13.58333333,37.44083333,39.4693079,8.082474181
CUST0000970826,1298.23,50,1.636982122,712,8,704,14.08,3,3,3,35,59.01045455,36.71010568,19.89060994
CUST0000455145,1576.19,73,1.471404266,811,8,803,11,3,2,7,45,65.67458333,39.96311038,25.36401651
CUST0000943845,436.03,74,2.352834139,789,11,778,10.51351351,2,2,7,9.541666667,18.16791667,20.32964666,10.69259544
CUST0000242370,165.55,112,1.05886797,791,3,788,7.035714286,2,3,2,8.652173913,7.197826087,5.229471631,5.402162978
CUST0000276637,653.04,35,4.047688074,806,13,793,22.65714286,3,2,2,11.17391304,28.39304348,25.10528949,9.346713786
CUST0000475903,302.13,24,2.17358256,735,8,727,30.29166667,3,1,4,12.66666667,25.1775,19.23132996,7.575545452
CUST0000602746,732.88,45,1.963661021,789,36,753,16.73333333,3,3,3,24.05263158,38.57263158,26.77634774,17.10485829
CUST0000299022,460.53,67,1.576520791,784,17,767,11.44776119,2,2,1,11.84615385,17.71269231,10.38758118,6.43722532
CUST0000355900,461.65,72,1.696361421,786,0,786,10.91666667,2,3,1,12.14814815,17.09814815,14.51396621,9.308314498
CUST0000687519,1220.24,111,1.728556249,806,14,792,7.135135135,3,2,3,29.22222222,45.19407407,32.03264414,18.48589719
CUST0000914076,674.43,46,2.525927087,573,2,571,12.41304348,3,2,3,15.42105263,35.49631579,21.23485496,8.719704181
CUST0000303829,65.09,26,0.932014303,810,114,696,26.76923077,2,2,3,3.8,4.339333333,2.248013839,2.006655592
CUST0000036136,1869.02,202,2.187870366,816,6,810,4.00990099,3,2,6,49.14814815,69.22296296,24.95029604,16.30883356
CUST0000821922,206.09,56,1.246619917,818,1,817,14.58928571,2,2,5,6.347826087,8.960434783,9.00875491,5.88741248
CUST0000800372,258.28,25,1.360446702,733,33,700,28,3,3,6,13.66666667,21.52333333,27.5087893,15.36409957
CUST0000059479,768.54,44,1.687839231,793,25,768,17.45454545,3,2,4,21.7826087,33.41478261,19.1481864,11.90891709
CUST0000120273,440.89,50,1.875280292,787,14,773,15.46,2,2,3,13.7,22.0445,14.47230268,7.057619995
CUST0000698926,1064.04,77,1.838101668,658,10,648,8.415584416,3,1,5,30.22727273,48.36545455,19.25279595,9.605546779
CUST0000190838,320.2,23,1.489233715,817,21,796,34.60869565,3,2,1,33.66666667,53.36666667,53.43832509,33.58405706
CUST0000525126,817.97,44,2.270342667,814,4,810,18.40909091,3,2,7,41.07692308,62.92076923,41.67438458,27.24380392
CUST0000564860,458.62,44,3.665361304,739,0,739,16.79545455,3,1,4,7.045454545,20.84636364,14.00740082,4.577387829
CUST0000907454,238.53,131,0.766471061,792,0,792,6.045801527,2,2,6,14.30434783,10.37086957,6.249991244,7.809886614
CUST0000075158,700.26,24,1.865487564,509,66,443,18.45833333,3,3,5,27.30769231,53.86615385,31.40082643,12.24986415
CUST0000899418,758.94,69,1.740232676,816,13,803,11.63768116,3,3,1,18.04166667,31.6225,15.95502331,8.979045823
CUST0000877100,777.93,79,1.576326474,809,1,808,10.2278481,3,1,2,18.53571429,27.78321429,16.95896477,10.094136
CUST0000017629,2229.26,62,3.159680645,818,1,817,13.17741935,3,3,7,39.91666667,92.88583333,58.36780883,23.70111929
CUST0000286150,139.9,40,1.086920855,732,25,707,17.675,2,2,7,5.421052632,7.363157895,6.148589956,3.884053627
CUST0000543933,1126.78,135,2.334727769,814,2,812,6.014814815,2,2,7,17.67857143,40.24214286,22.30129791,9.035855448
CUST0000886224,1340.97,29,2.79563295,303,26,277,9.551724138,3,1,6,59.33333333,148.9966667,71.5764786,29.21186973
CUST0000445244,446.08,103,1.869037168,817,10,807,7.834951456,2,2,3,12,17.15692308,15.50748672,7.745966692
CUST0000187698,276.37,49,3.96148788,772,0,772,15.75510204,2,1,7,4.5,15.35388889,16.02214445,3.435921355
CUST0000420890,881.7,38,2.333132657,813,14,799,21.02631579,3,2,3,24,46.40526316,38.90496063,20.91335509
CUST0000837778,1446.23,65,1.307420867,818,9,809,12.44615385,3,1,7,34.11111111,53.56407407,19.30706918,12.45832559
CUST0000893045,1330.56,270,2.427647963,817,5,812,3.007407407,2,3,5,27.57142857,47.52,26.84425836,13.62358399
CUST0000037313,417.54,39,5.331244828,779,18,761,19.51282051,3,3,2,7.9,20.877,19.06981046,5.812916652
CUST0000416013,440.13,36,2.828244642,633,79,554,15.38888889,3,2,6,14.92857143,31.43785714,26.46381146,11.42343635
